"fips","county_name","state_postal","region","election_date","racetype","tvotes","clinton","obama","edwards","margin","winner","POP05_SQMI","popUnder30_00","pop65up_00","presVote04","kerry04","Bush04","pres04margin","pres04winner","pop06","pop00","hisp06","white06","black06","indian06","asian06","hawaii06","mixed06","pct_less_30k","pct_more_100k","pct_hs_grad","pct_labor_force","pct_homeowner","unempFeb07","unempFeb08","unempChg","pctUnins00","subForPctHomes","poverty05","median_hhi05","Catholic","So.Bapt.Conv","Un.Methodist","E.L.C.A.","Construction","Manufacturing","FinancialActivities","GoodsProducing","ServiceProviding"
1045,"Dale","AL","S","2/5/08","Primary",3183,1423,1655,64,"0.072887213","obama","86.7","32.2","11.8","18231.0","0.245954693","0.747134003","0.50117931","bush","48392.0","49097.0","1580.0","34836.0","10152.0","260.0","566.0","63.0","935.0","0.4652","0.039280042","0.7778","0.6227","0.6424","3.8","3.7","-0.1","16.4","0.05","16.0",36422,"0.015632314926","0.29772639378","0.0830263184677","0.0","5.442749604","40.18175515","2.746137084","46.51594691","53.48405309"
1047,"Dallas","AL","S","2/5/08","Primary",9133,2174,6833,66,"0.510128107","obama","45.0","28.1","13.9","18573.0","0.601679858","0.394928121","-0.206751736","kerry","43945.0","46248.0","276.0","13930.0","29295.0","47.0","171.0","4.0","222.0","0.5865","0.04236387","0.7034","0.4998","0.6569","7.0","7.6","0.6","20.1","0.0","34.9",24936,"0.0108271325353","0.271972392969","0.034465652971","0.0","3.527594671","31.41462338","3.635160107","37.28935102","62.71064898"
1049,"DeKalb","AL","S","2/5/08","Primary",5504,4272,953,183,"-0.603015988","clinton","83.7","30.8","13.8","24169.0","0.293433737","0.699408333","0.405974596","bush","68014.0","64676.0","6460.0","58988.0","1157.0","468.0","136.0","13.0","792.0","0.4975","0.043265598","0.6381","0.615","0.7873","4.1","4.2","0.1","18.7","0.0","19.4",31501,"0.00440637994166","0.41002606591","0.0643734872463","0.0","4.287272961","42.51492202","3.602143636","47.92856684","52.07143316"
1051,"Elmore","AL","S","2/5/08","Primary",5461,2344,2981,66,"0.116645303","obama","110.0","32.6","10.7","28680.0","0.225627615","0.769037657","0.543410042","bush","75688.0","66260.0","1240.0","57202.0","15692.0","308.0","382.0","8.0","856.0","0.3486","0.081879076","0.7758","0.5901","0.814","3.2","3.5","0.3","13.4","0.06","13.1",45474,"0.0125239092814","0.294456082825","0.0742629869144","0.00194310350062","8.420668082","19.82327557","4.377012124","29.41069023","70.58930977"
1053,"Escambia","AL","S","2/5/08","Primary",2984,1457,1415,53,"-0.014075067","clinton","39.7","30.6","13.6","12395.0","0.30770472","0.686809197","0.379104478","bush","37849.0","38415.0","419.0","23911.0","11798.0","1157.0","112.0","8.0","444.0","0.5175","0.048329481","0.6852","0.5203","0.7707","4.8","5.3","0.5","17.7","0.0","22.2",30600,"0.00944328824142","0.311186264308","0.0572840790843","0.0","6.524720565","25.91030652","5.989851197","36.65226634","63.34773366"
1055,"Etowah","AL","S","2/5/08","Primary",12127,7350,4314,293,"-0.250350458","clinton","188.7","28.6","16.0","42680.0","0.359137769","0.632591378","0.273453608","bush","103362.0","103318.0","2674.0","84097.0","14857.0","336.0","516.0","28.0","854.0","0.48","0.055795744","0.7406","0.5655","0.7439","4.2","4.5","0.3","15.9","0.09","15.8",32973,"0.0198726065398","0.470717868914","0.0811529204806","0.0","5.134474328","18.30589514","4.566150503","23.66204836","76.33795164"
1057,"Fayette","AL","S","2/5/08","Primary",2224,1460,669,58,"-0.355665468","clinton","28.8","27.6","16.1","8002.0","0.300924769","0.691577106","0.390652337","bush","18005.0","18475.0","171.0","15504.0","2155.0","35.0","59.0","0.0","81.0","0.5227","0.027008958","0.6609","0.5491","0.7722","4.5","5.3","0.8","13.0","0.0","17.9",31720,"0.00654230873209","0.300081103001","0.0570424439038","0.0","4.436450839","38.71057001","3.403431101","50.13835086","49.86164914"
1059,"Franklin","AL","S","2/5/08","Primary",3573,2731,651,130,"-0.582143857","clinton","47.9","30.3","14.9","12269.0","0.367919146","0.626782949","0.258863803","bush","30847.0","31226.0","3527.0","25664.0","1265.0","95.0","83.0","4.0","209.0","0.5422","0.038785009","0.6211","0.566","0.7431","4.3","4.5","0.2","19.3","0.4","19.5",29698,"0.00643756205361","0.332062902348","0.0530698523524","0.0","2.262427033","47.63061528","4.756897864","51.15115478","48.84884522"
1061,"Geneva","AL","S","2/5/08","Primary",1597,956,571,43,"-0.241077019","clinton","43.7","27.1","16.3","10520.0","0.200855513","0.792965779","0.592110266","bush","25868.0","25801.0","529.0","22179.0","2745.0","188.0","48.0","6.0","173.0","0.5509","0.035530086","0.6562","0.5799","0.8061","3.4","3.6","0.2","18.8","0.05","20.3",29492,"0.00151374010247","0.463747865238","0.0931920509238","0.0","6.062131454","28.8077089","5.350208543","42.08255429","57.91744571"
1063,"Greene","AL","S","2/5/08","Primary",2605,483,2086,18,"0.615355086","obama","14.8","26.2","14.7","4748.0","0.792754844","0.201769166","-0.590985678","kerry","9374.0","9962.0","60.0","1875.0","7385.0","12.0","14.0","0.0","28.0","0.6496","0.033367037","0.6483","0.4794","0.756","5.8","6.5","0.7","23.9","0.03","33.9",22436,"0.00411068778825","0.0637657910567","0.0726889913776","0.0","5.134762935","19.06354515","1.731261066","40.7239819","59.2760181"
1065,"Hale","AL","S","2/5/08","Primary",3189,915,2206,26,"0.4048291","obama","28.4","28.5","13.5","7945.0","0.582882316","0.412964128","-0.169918188","kerry","18236.0","18283.0","176.0","7278.0","10649.0","34.0","25.0","4.0","70.0","0.5581","0.033452622","0.6523","0.4981","0.8022","4.8","4.8","0.0","20.2","0.05","30.4",27535,"0.00308408495781","0.250567355252","0.0885656095432","0.0","7.944183476","37.23404255","3.785576126","54.08952749","45.91047251"
1067,"Henry","AL","S","2/5/08","Primary",1882,671,1138,29,"0.248140276","obama","28.1","27.0","16.4","7361.0","0.333106915","0.663089254","0.329982339","bush","16706.0","16346.0","363.0","11000.0","5165.0","41.0","11.0","0.0","126.0","0.495","0.047772164","0.6668","0.5645","0.809","3.8","7.2","3.4","15.8","0.0","17.6",33191,"0.0","0.468424279583","0.0704475781729","0.0","10.60444358","26.7294072","3.832346949","48.43310372","51.56689628"
1069,"Houston","AL","S","2/5/08","Primary",6432,2718,3561,80,"0.131063433","obama","158.0","29.2","13.7","36201.0","0.252589707","0.742355184","0.489765476","bush","95660.0","88945.0","1488.0","67805.0","24537.0","342.0","691.0","13.0","784.0","0.4389","0.079696606","0.7653","0.6236","0.6947","3.1","3.4","0.3","16.0","0.05","14.9",37947,"0.0340703030849","0.445053893025","0.085248966628","0.00110376519085","6.997151997","12.61657266","4.907021085","19.91288462","80.08711538"
1071,"Jackson","AL","S","2/5/08","Primary",6899,5505,1061,216,"-0.644151326","clinton","46.9","29.4","13.4","20321.0","0.424929875","0.567590178","0.142660302","bush","53745.0","54027.0","866.0","48807.0","1972.0","918.0","145.0","7.0","1030.0","0.4685","0.046319004","0.6705","0.6203","0.7793","4.6","4.3","-0.3","13.6","0.1","18.8",32208,"0.00858583985462","0.321941178652","0.0444498015799","0.0","2.87130911","45.03811145","3.78894398","49.08606527","50.91393473"
1073,"Jefferson","AL","S","2/5/08","Primary",101686,27344,73389,488,"0.45281553","obama","593.9","31.3","13.6","292967.0","0.451538911","0.541630969","0.090092058","bush","656700.0","662041.0","17337.0","354892.0","270053.0","1624.0","7753.0","233.0","4808.0","0.4086","0.101179465","0.8089","0.6152","0.6647","3.5","3.9","0.4","13.4","0.22","15.7",41821,"0.0665269988385","0.297093710869","0.0803281338032","0.001610157587","6.938888483","9.741490253","8.978481676","17.21683849","82.78316151"
1075,"Lamar","AL","S","2/5/08","Primary",1481,1009,398,45,"-0.412559082","clinton","25.2","28.9","15.9","6885.0","0.284095861","0.710820625","0.426724764","bush","14548.0","15915.0","198.0","12543.0","1697.0","23.0","10.0","0.0","77.0","0.5283","0.026507518","0.6506","0.559","0.7687","5.8","5.8","0.0","14.4","0.0","17.0",30373,"0.0","0.297598088531","0.117957746479","0.0","2.797276061","37.32844421","4.46306967","42.91251964","57.08748036"
1077,"Lauderdale","AL","S","2/5/08","Primary",11187,7201,3539,290,"-0.327344239","clinton","120.8","30.5","15.1","37107.0","0.394211335","0.597218854","0.203007519","bush","87891.0","87989.0","1135.0","76806.0","8609.0","244.0","414.0","9.0","674.0","0.4522","0.070969885","0.7637","0.5894","0.7324","3.8","4.3","0.5","13.3","0.0","18.5",33448,"0.0237478116545","0.213571152491","0.093888547848","0.00164836414069","6.018886807","14.03294927","4.948805461","20.6600118","79.3399882"
1079,"Lawrence","AL","S","2/5/08","Primary",11456,7003,4097,231,"-0.253666201","clinton","48.1","31.1","12.1","14001.0","0.439611456","0.552103421","0.112491965","bush","34312.0","34865.0","512.0","26908.0","4002.0","1705.0","68.0","11.0","1106.0","0.4736","0.058354851","0.6562","0.5857","0.8307","3.9","6.1","2.2","15.5","0.03","16.0",37871,"0.00172398931127","0.360170100279","0.0438467948165","0.0","5.591098748","29.01251739","3.331015299","38.05285118","61.94714882"
1081,"Lee","AL","S","2/5/08","Primary",11767,4016,7567,107,"0.301776154","obama","204.1","44.1","8.1","44610.0","0.363752522","0.627034297","0.263281775","bush","125781.0","115426.0","2238.0","90677.0","29268.0","298.0","2194.0","28.0","1078.0","0.4874","0.071517562","0.8141","0.62","0.6209","3.2","3.7","0.5","15.4","0.04","20.6",35320,"0.0183766030654","0.195235116255","0.0738626490112","0.0","6.666125585","18.30028226","4.518031545","25.91059528","74.08940472"
1083,"Limestone","AL","S","2/5/08","Primary",8237,4720,3210,179,"-0.18331917","clinton","112.3","32.6","11.1","29073.0","0.313899494","0.677673443","0.363773948","bush","72446.0","65950.0","2589.0","58994.0","9457.0","338.0","397.0","12.0","659.0","0.4087","0.07957678","0.745","0.6085","0.773","3.2","3.8","0.6","13.8","0.04","13.0",40745,"0.01018636945","0.290501857604","0.0628996893843","0.0","6.945888696","29.33564414","3.148469093","39.57442711","60.42557289"
1085,"Lowndes","AL","S","2/5/08","Primary",3184,725,2408,27,"0.528580402","obama","18.3","28.7","12.2","6021.0","0.703039362","0.296628467","-0.406410895","kerry","12759.0","13481.0","119.0","3544.0","9011.0","16.0","16.0","3.0","50.0","0.5872","0.041590214","0.6426","0.5111","0.8344","6.4","7.0","0.6","21.9","0.05","29.5",25590,"0.0","0.0840198916351","0.033029021005","0.0","8.922960915","51.5772276","3.330400905","65.86653261","34.13346739"
1087,"Macon","AL","S","2/5/08","Primary",5769,929,4783,25,"0.668053389","obama","37.6","33.4","14.0","9407.0","0.829169767","0.166896992","-0.662272776","kerry","22594.0","24078.0","211.0","3400.0","18529.0","38.0","235.0","3.0","178.0","0.6068","0.039039713","0.6999","0.4971","0.6728","4.6","5.7","1.1","19.9","0.0","32.0",23500,"0.010371292263","0.0696121136694","0.0447210122381","0.00215722879071","3.132382536","5.547291977","2.869892379","11.40082247","88.59917753"
1089,"Madison","AL","S","2/5/08","Primary",39423,15188,23524,413,"0.211450169","obama","360.1","32.3","10.8","131062.0","0.401672491","0.588828188","0.187155697","bush","304307.0","277856.0","7371.0","212563.0","71025.0","2005.0","6534.0","143.0","4666.0","0.3317","0.133060817","0.8542","0.6757","0.6986","3.0","3.0","0.0","13.0","0.12","10.3",50522,"0.0574810263824","0.224051319118","0.0765594506686","0.00676183592338","4.437603032","19.50859247","3.968645353","24.10869861","75.89130139"
1091,"Marengo","AL","S","2/5/08","Primary",3816,1107,2589,62,"0.38836478","obama","22.7","26.7","14.6","10322.0","0.487986824","0.509106762","0.021119938","bush","21842.0","22558.0","387.0","9978.0","11275.0","24.0","44.0","2.0","132.0","0.5348","0.059285389","0.7194","0.5245","0.7921","4.1","5.8","1.7","18.3","0.0","25.2",29635,"0.0110031500954","0.349660588314","0.0847420027508","0.0","5.010147869","31.81791824","5.265294288","41.74543346","58.25456654"
1093,"Marion","AL","S","2/5/08","Primary",3198,2571,468,97,"-0.657598499","clinton","41.0","29.1","15.8","12875.0","0.29576699","0.697708738","0.401941748","bush","30165.0","31163.0","475.0","28115.0","1196.0","106.0","55.0","4.0","214.0","0.5271","0.04047018","0.6316","0.5613","0.7785","4.6","5.4","0.8","17.4","0.0","18.4",29800,"0.0072723777792","0.280771448709","0.0638175177805","0.0","1.922410807","45.82265327","3.370280568","48.9400762","51.0599238"
1095,"Marshall","AL","S","2/5/08","Primary",7059,5436,1398,141,"-0.572035699","clinton","135.5","29.9","14.2","31491.0","0.268394144","0.723476549","0.455082404","bush","87185.0","82330.0","8100.0","76086.0","1444.0","431.0","358.0","20.0","746.0","0.4609","0.063978429","0.6935","0.6058","0.7473","3.3","3.5","0.2","17.8","0.04","18.7",34668,"0.0121487030439","0.45938879498","0.0870839464436","0.0","4.706390328","41.15500864","4.447322971","46.39032815","53.60967185"
1097,"Mobile","AL","S","2/5/08","Primary",42369,13636,27350,1001,"0.323680049","obama","322.9","30.8","12.0","156771.0","0.406529269","0.586932532","0.180403263","bush","404157.0","400079.0","6067.0","246045.0","138813.0","2504.0","6825.0","126.0","3777.0","0.4495","0.067338857","0.7672","0.5939","0.6885","3.7","4.1","0.4","16.6","0.15","20.0",36143,"0.0900878594848","0.246509254883","0.0618592797673","0.00113794664406","8.639630249","11.11400646","6.052335628","20.62886871","79.37113129"
1099,"Monroe","AL","S","2/5/08","Primary",3029,929,2006,34,"0.355562892","obama","22.8","28.1","13.8","9534.0","0.384518565","0.611600587","0.227082022","bush","23342.0","24270.0","190.0","13199.0","9475.0","233.0","69.0","0.0","176.0","0.5131","0.044033184","0.6788","0.5495","0.8044","5.8","6.6","0.8","17.8","0.0","22.3",30964,"0.0113879296168","0.370210491695","0.0672175629008","0.0","1.566062048","43.73575181","3.543463178","49.52919021","50.47080979"
1101,"Montgomery","AL","S","2/5/08","Primary",34693,8629,25731,173,"0.492952469","obama","277.4","34.0","11.8","89650.0","0.503736754","0.491879532","-0.011857223","kerry","223571.0","223369.0","3429.0","96298.0","118390.0","521.0","2899.0","87.0","1947.0","0.4163","0.096813939","0.8026","0.6134","0.6405","3.7","4.2","0.5","15.2","0.1","17.4",39749,"0.034002952888","0.211426781799","0.101454073643","0.00160171804394","5.974870003","13.82695139","8.680659141","20.0622957","79.9377043"
1103,"Morgan","AL","S","2/5/08","Primary",11493,7003,4097,231,"-0.252849561","clinton","188.1","30.4","12.3","47007.0","0.300614802","0.6908971","0.390282298","bush","115237.0","111229.0","5842.0","93069.0","13691.0","709.0","690.0","25.0","1211.0","0.4012","0.085556705","0.7634","0.6224","0.7312","3.5","5.0","1.5","14.6","0.11","14.0",41339,"0.0251116473385","0.331088381474","0.0908485197724","0.0","8.581920816","28.93230832","4.931466263","37.92044161","62.07955839"
1105,"Perry","AL","S","2/5/08","Primary",2651,932,1665,25,"0.276499434","obama","16.2","28.2","14.9","5523.0","0.682056853","0.314684049","-0.367372805","kerry","11186.0","11818.0","111.0","3357.0","7644.0","9.0","7.0","2.0","56.0","0.6275","0.030673432","0.6238","0.4659","0.7378","7.3","8.5","1.2","24.5","0.0","34.9",22109,"0.0","0.139785852795","0.0997386392378","0.0","6.076425141","26.81144289","4.07183128","37.46084778","62.53915222"
1107,"Pickens","AL","S","2/5/08","Primary",2954,915,1934,54,"0.344955992","obama","23.0","27.0","15.7","9132.0","0.428712221","0.566141042","0.137428822","bush","20133.0","20921.0","172.0","11417.0","8360.0","25.0","22.0","5.0","132.0","0.5528","0.037270147","0.6965","0.5239","0.792","5.1","5.4","0.3","17.4","3.45","23.3",28578,"0.00381879803332","0.358585135329","0.109504033605","0.0","4.783103841","24.73340926","4.327570142","40.97732685","59.02267315"
1109,"Pike","AL","S","2/5/08","Primary",3286,1153,2053,42,"0.273889227","obama","44.4","35.0","12.6","11883.0","0.364722713","0.629723134","0.265000421","bush","29620.0","29730.0","496.0","17353.0","10866.0","206.0","322.0","4.0","373.0","0.5654","0.047279738","0.6909","0.6062","0.672","3.7","3.5","-0.2","20.0","0.0","28.6",27581,"0.0100320891741","0.340483026516","0.0746495524405","0.0","5.189402879","23.5367005","4.976988435","30.11859806","69.88140194"
1111,"Randolph","AL","S","2/5/08","Primary",2412,1317,969,77,"-0.144278607","clinton","38.5","28.2","15.9","9001.0","0.312965226","0.680702144","0.367736918","bush","22673.0","22423.0","354.0","17161.0","4882.0","48.0","68.0","1.0","159.0","0.5173","0.034858135","0.6194","0.5577","0.7913","4.0","4.7","0.7","16.2","0.0","19.2",32974,"0.00563002680965","0.266532618409","0.12636282395","0.0","4.81316726","36.28113879","5.24911032","43.46085409","56.53914591"
